FOODCODE	DESCRIPTION_f
27348100	Chicken_fricassee_Puerto_Rican_style
27350020	Paella_with_seafood
27350030	Seafood_stew_with_potatoes_and_vegetables_excluding_carrots_broccoli_and_dark-green_leafy_tomato-based_sauce
27350050	Shrimp_chow_mein_or_chop_suey_with_noodles
27350060	Shrimp_creole_with_rice
27350070	Tuna_pot_pie
27350080	Tuna_noodle_casserole_with_vegetables_cream_or_white_sauce
27350090	Fish_noodles_and_vegetables_including_carrots_broccoli_and_or_dark_green_leafy_cheese_sauce
27350100	Fish_noodles_and_vegetables_excluding_carrots_broccoli_and_dark-green_leafy_cheese_sauce
27350110	Bouillabaisse
27350200	Oyster_pie
27350310	Seafood_stew_with_potatoes_and_vegetables_including_carrots_broccoli_and_or_dark-green_leafy_tomato-based_sauce
27350410	Tuna_noodle_casserole_with_vegetables_and_mushroom_sauce
27351010	Codfish_with_starchy_vegetables_Puerto_Rican_style
27351030	Stewed_codfish_Puerto_Rican_style
27351040	Biscayne_codfish_Puerto_Rican_style
27360000	Stew_NFS
27360010	Goulash_NFS
27360050	Meat_pie_NFS
27360080	Chow_mein_or_chop_suey_NS_as_to_type_of_meat_with_noodles
27360090	Paella_NFS
27360100	Brunswick_stew
27360120	Chow_mein_or_chop_suey_various_types_of_meat_with_noodles
27361010	Stewed_variety_meats_mostly_liver_Puerto_Rican_style
27362000	Stewed_tripe_with_potatoes_Puerto_Rican_style
27363000	Gumbo_with_rice
27363100	Jambalaya_with_meat_and_rice
27410210	Beef_and_vegetables_including_carrots_broccoli_and_or_dark-green_leafy_no_potatoes_no_sauce
27410220	Beef_and_vegetables_excluding_carrots_broccoli_and_dark-green_leafy_no_potatoes_no_sauce
27410250	Beef_shish_kabob_with_vegetables_excluding_potatoes
27411100	Beef_with_vegetables_including_carrots_broccoli_and_or_dark-green_leafy_no_potatoes_tomato-based_sauce
27411120	Swiss_steak
27411150	Beef_rolls_stuffed_with_vegetables_or_meat_mixture_tomato-based_sauce
27411200	Beef_with_vegetables_excluding_carrots_broccoli_and_dark-green_leafy_no_potatoes_tomato-based_sauce
27414100	Beef_with_vegetables_including_carrots_broccoli_and_or_dark-green_leafy_no_potatoes_mushroom_sauce
27414200	Beef_with_vegetables_excluding_carrots_broccoli_and_dark-green_leafy_no_potatoes_mushroom_sauce
27415100	Beef_and_vegetables_including_carrots_broccoli_and_or_dark-green_leafy_no_potatoes_soy-based_sauce
27415110	Beef_and_broccoli
27415120	Beef_tofu_and_vegetables_including_carrots_broccoli_and_or_dark-green_leafy_no_potatoes_soy-based_sauce
27415130	Szechuan_beef
27415140	Hunan_beef
27415150	Beef_chow_mein_or_chop_suey_no_noodles
27415170	Kung_Pao_beef
27415200	Beef_and_vegetables_excluding_carrots_broccoli_and_dark-green_leafy_no_potatoes_soy-based_sauce
27415220	Beef_tofu_and_vegetables_excluding_carrots_broccoli_and_dark-green_leafy_no_potatoes_soy-based_sauce
27416100	Beef_and_vegetables_Hawaiian_style
27416150	Pepper_steak
27416200	Beef_ground_with_egg_and_onion
27416250	Beef_salad
27416300	Beef_taco_filling:_beef_cheese_tomato_taco_sauce
27416400	Stir_fried_beef_and_vegetables_in_soy_sauce
27416450	Beef_and_vegetables_including_carrots_broccoli_and_or_dark-green_leafy_no_potatoes_gravy
27416500	Beef_and_vegetables_excluding_carrots_broccoli_and_dark-green_leafy_no_potatoes_gravy
27418110	Seasoned_shredded_soup_meat
27418210	Beef_stew_with_vegetables_excluding_potatoes_Puerto_Rican_style
27418310	Corned_beef_with_tomato_sauce_and_onion_Puerto_Rican_style
27418410	Beef_steak_with_onions_Puerto_Rican_style
27420010	Cabbage_with_ham_hocks
27420020	Ham_or_pork_salad
27420040	Frankfurters_or_hot_dogs_and_sauerkraut
27420060	Pork_and_vegetables_including_carrots_broccoli_and_or_dark-green_leafy_no_potatoes_no_sauce
27420080	Greens_with_ham_or_pork
27420100	Pork_tofu_and_vegetables_including_carrots_broccoli_and_or_dark-green_leafy_no_potatoes_soy-base_sauce
27420110	Pork_and_vegetables_Hawaiian_style
27420120	Pork_and_watercress_with_soy-based_sauce
27420150	Kung_Pao_pork
27420160	Moo_Shu_pork_without_Chinese_pancake
27420170	Pork_and_onions_with_soy-based_sauce
27420200	Pork_hash
27420250	Ham_and_vegetables_including_carrots_broccoli_and_or_dark-_green_leafy_no_potatoes_no_sauce
27420270	Ham_and_vegetables_excluding_carrots_broccoli_and_dark-green_leafy_no_potatoes_no_sauce
27420350	Pork_and_vegetables_excluding_carrots_broccoli_and_dark-green_leafy_no_potatoes_no_sauce
27420370	Pork_tofu_and_vegetables_excluding_carrots_broccoli_and_dark-green_leafy_no_potatoes_soy-based_sauce
27420390	Pork_chow_mein_or_chop_suey_no_noodles
27420400	Pork_and_vegetables_including_carrots_broccoli_and_or_dark-green_leafy_no_potatoes_tomato-based_sauce
27420410	Pork_and_vegetables_excluding_carrots_broccoli_and_dark-green_leafy_no_potatoes_tomato-based_sauce
27420450	Sausage_and_vegetables_including_carrots_broccoli_and_or_dark-green_leafy_no_potatoes_tomato-based_sauce
27420460	Sausage_and_vegetables_excluding_carrots_broccoli_and_dark-green_leafy_no_potatoes_tomato-based_sauce
27420470	Sausage_and_peppers_no_sauce
27420500	Pork_and_vegetables_including_carrots_broccoli_and_or_dark-green_leafy_no_potatoes_soy-based_sauce
27420510	Pork_and_vegetables_excluding_carrots_broccoli_and_dark-_green_leafy_no_potatoes_soy-based_sauce
27420520	Pork_shish_kabob_with_vegetables_excluding_potatoes
27421010	Stuffed_christophine_Puerto_Rican_style
27422010	Pork_chop_stewed_with_vegetables_Puerto_Rican_style
27430400	Lamb_or_mutton_stew_with_vegetables_including_carrots_broccoli_and_or_dark-green_leafy_no_potatoes_gravy
27430410	Lamb_or_mutton_stew_with_vegetables_excluding_carrots_broccoli_and_dark-green_leafy_no_potatoes_gravy
27430500	Veal_goulash_with_vegetables_excluding_carrots_broccoli_and_dark-green_leafy_no_potatoes_tomato-based_sauce
27430510	Veal_goulash_with_vegetables_including_carrots_broccoli_and_or_dark-green_leafy_no_potatoes_tomato-based_sauce
27430580	Veal_with_vegetables_including_carrots_broccoli_and_or_dark-green_leafy_no_potatoes_cream_or_white_sauce
27430590	Veal_with_vegetables_excluding_carrots_broccoli_and_dark-green_leafy_and_potatoes_cream_or_white_sauce
27430610	Lamb_shish_kabob_with_vegetables_excluding_potatoes
27440110	Chicken_or_turkey_and_vegetables_including_carrots_broccoli_and_or_dark-green_leafy_no_potatoes_no_sauce
27440120	Chicken_or_turkey_and_vegetables_excluding_carrots_broccoli_and_dark-green_leafy_no_potatoes_no_sauce
27440130	Chicken_or_turkey_shish_kabob_with_vegetables_excluding_potatoes
27441120	Chicken_or_turkey_creole_without_rice
27442110	Chicken_or_turkey_and_vegetables_including_carrots_broccoli_and_or_dark-green_leafy_no_potatoes_gravy
27442120	Chicken_or_turkey_and_vegetables_excluding_carrots_broccoli_and_dark-green_leafy_no_potatoes_gravy
27443110	Chicken_or_turkey_a_la_king_with_vegetables_including_carrots_broccoli_and_or_dark-green_leafy_no_potatoes_cream_white_or_soup-based_sauce
27443120	Chicken_or_turkey_a_la_king_with_vegetables_excluding_carrorts_broccoli_and_dark-green_leafy_no_potatoes_cream_white_or_soup-based_sauce
27443150	Chicken_or_turkey_divan
27445110	Chicken_or_turkey_and_vegetables_including_carrots_broccoli_and_or_dark-green_leafy_no_potatoes_soy-based_sauce
27445120	Chicken_or_turkey_and_vegetables_excluding_carrots_broccoli_and_dark-green_leafy_no_potatoes_soy-based_sauce
27445125	Chicken_or_turkey_and_vegetables_including_carrots_broccoli_and_or_dark-green_leafy_no_potatoes_tomato-based_sauce
27445130	Chicken_or_turkey_and_vegetables_excluding_carrots_broccoli_and_dark-green_leafy_no_potatoes_tomato-based_sauce
27445150	General_Tso_chicken
27445180	Moo_Goo_Gai_Pan
27445220	Kung_pao_chicken
27445250	Almond_chicken
27446100	Chicken_or_turkey_chow_mein_or_chop_suey_no_noodles
27446200	Chicken_or_turkey_salad_made_with_mayonnaise
27446205	Chicken_or_turkey_salad_with_nuts_and_or_fruits
27446220	Chicken_or_turkey_salad_with_egg
27446225	Chicken_or_turkey_salad_made_with_light_mayonnaise
27446230	Chicken_or_turkey_salad_made_with_mayonnaise-type_salad_dressing
27446235	Chicken_or_turkey_salad_made_with_light_mayonnaise-type_salad_dressing
27446240	Chicken_or_turkey_salad_made_with_creamy_dressing
27446245	Chicken_or_turkey_salad_made_with_light_creamy_dressing
27446250	Chicken_or_turkey_salad_made_with_Italian_dressing
27446255	Chicken_or_turkey_salad_made_with_light_Italian_dressing
27446260	Chicken_or_turkey_salad_made_with_any_type_of_fat_free_dressing
27446300	Chicken_or_turkey_garden_salad_chicken_and_or_turkey_tomato_and_or_carrots_other_vegetables_no_dressing
27446310	Chicken_or_turkey_garden_salad_chicken_and_or_turkey_other_vegetables_excluding_tomato_and_carrots_no_dressing
27446315	Chicken_or_turkey_garden_salad_with_bacon_and_cheese_chicken_and_or_turkey_bacon_cheese_lettuce_and_or_greens_tomato_and_or_carrots_other_vegetables_no_dressing
27446320	Chicken_or_turkey_breaded_fried_garden_salad_with_bacon_and_cheese_chicken_and_or_turkey_bacon_cheese_lettuce_and_or_greens_tomato_and_or_carrots_other_vegetables_no_dressing
27446330	Chicken_or_turkey_garden_salad_with_cheese_chicken_and_or_turkey_cheese_lettuce_and_or_greens_tomato_and_or_carrots_other_vegetables_no_dressing
27446332	Chicken_or_turkey_breaded_fried_garden_salad_with_cheese_chicken_and_or_turkey_cheese_lettuce_and_or_greens_tomato_and_or_carrots_other_vegetables_no_dressing
27446350	Asian_chicken_or_turkey_garden_salad_chicken_and_or_turkey_lettuce_fruit_nuts_no_dressing
27446355	Asian_chicken_or_turkey_garden_salad_with_crispy_noodles_chicken_and_or_turkey_lettuce_fruit_nuts_crispy_noodles_no_dressing
27446360	Chicken_or_turkey_caesar_garden_salad_chicken_and_or_turkey_lettuce_tomato_cheese_no_dressing
27446362	Chicken_or_turkey_breaded_fried_caesar_garden_salad_chicken_and_or_turkey_lettuce_tomatoes_cheese_no_dressing
27446400	Chicken_or_turkey_and_vegetables_including_carrots_broccoli_and_or_dark-green_leafy_no_potatoes_cheese_sauce
27446410	Chicken_or_turkey_and_vegetables_excluding_carrots_broccoli_and_dark-green_leafy_no_potatoes_cheese_sauce
27448020	Chicken_or_turkey_fricassee_with_sauce_no_potatoes_potatoes_reported_separately_Puerto_Rican_style
27448030	Chicken_or_turkey_fricassee_no_sauce_no_potatoes_Puerto_Rican_style
27450010	Crab_salad
27450020	Lobster_salad
27450030	Salmon_salad
27450040	Shrimp_chow_mein_or_chop_suey_no_noodles
27450060	Tuna_salad_made_with_mayonnaise
27450061	Tuna_salad_made_with_light_mayonnaise
27450062	Tuna_salad_made_with_mayonnaise-type_salad_dressing
27450063	Tuna_salad_made_with_light_mayonnaise-type_salad_dressing
27450064	Tuna_salad_made_with_creamy_dressing
27450065	Tuna_salad_made_with_light_creamy_dressing
27450066	Tuna_salad_made_with_Italian_dressing
27450067	Tuna_salad_made_with_light_Italian_dressing
27450068	Tuna_salad_made_with_any_type_of_fat_free_dressing
27450070	Shrimp_salad
27450080	Seafood_salad
27450090	Tuna_salad_with_cheese
27450100	Tuna_salad_with_egg
27450110	Shrimp_garden_salad_shrimp_lettuce_eggs_tomato_and_or_carrots_other_vegetables_no_dressing
27450120	Shrimp_garden_salad_shrimp_lettuce_eggs_vegetables_excluding_tomato_and_carrots_no_dressing
27450130	Crab_salad_made_with_imitation_crab
27450150	Fish_tofu_and_vegetables_tempura
27450180	Seafood_garden_salad_with_seafood_lettuce_vegetables_excluding_tomato_and_carrots_no_dressing
27450190	Seafood_garden_salad_with_seafood_lettuce_tomato_and_or_carrots_other_vegetables_no_dressing
27450200	Seafood_garden_salad_with_seafood_lettuce_eggs_vegetables_excluding_tomato_and_carrots_no_dressing
27450210	Seafood_garden_salad_with_seafood_lettuce_eggs_tomato_and_or_carrots_other_vegetables_no_dressing
27450250	Oysters_Rockefeller
27450310	Lomi_salmon
27450400	Shrimp_and_vegetables_including_carrots_broccoli_and_or_dark-green_leafy_no_potatoes_no_sauce
27450405	Shrimp_and_vegetables_excluding_carrots_broccoli_and_dark-green_leafy_no_potatoes_no_sauce
27450410	Shrimp_and_vegetables_including_carrots_broccoli_and_or_dark-green_leafy_no_potatoes_soy-based_sauce
27450420	Shrimp_and_vegetables_excluding_carrots_broccoli_and_dark-green_leafy_no_potatoes_soy-based_sauce
27450430	Shrimp_shish_kabob_with_vegetables_excluding_potatoes
27450450	Shrimp_creole_no_rice
27450470	Kung_Pao_shrimp
27450510	Tuna_casserole_with_vegetables_and_mushroom_sauce_no_noodles
27450600	Shellfish_mixture_and_vegetables_including_carrots_broccoli_and_or_dark-green_leafy_no_potatoes_soy-based_sauce
27450610	Shellfish_mixture_and_vegetables_excluding_carrots_broccoli_and_dark-green_leafy_no_potatoes_soy-based_sauce
27450650	Shellfish_mixture_and_vegetables_including_carrots_broccoli_and_or_dark-green_leafy_no_potatoes_mushroom_sauce
27450660	Shellfish_mixture_and_vegetables_excluding_carrots_broccoli_and_dark-green_leafy_no_potatoes_mushroom_sauce
27450700	Fish_and_vegetables_including_carrots_broccoli_and_or_dark-green_leafy_no_potatoes_tomato-based_sauce
27450710	Fish_and_vegetables_excluding_carrots_broccoli_and_dark-_green_leafy_no_potatoes_tomato-based_sauce
27450740	Fish_and_vegetables_including_carrots_broccoli_and_or_dark-green_leafy_no_potatoes_soy-based_sauce
27450750	Fish_and_vegetables_excluding_carrots_broccoli_and_dark-green_leafy_no_potatoes_soy-based_sauce
27450760	Fish_shish_kabob_with_vegetables_excluding_potatoes
27451010	Fried_fish_with_sauce_Puerto_Rican_style
27451030	Lobster_with_sauce_Puerto_Rican_style
27451060	Octopus_salad_Puerto_Rican_style
27451070	Codfish_salad_Puerto_Rican_style_Serenata
27460010	Chow_mein_or_chop_suey_NS_as_to_type_of_meat_no_noodles
27460100	Lau_lau
27460490	Julienne_salad_meat_cheese_eggs_vegetables_no_dressing
27460510	Antipasto_with_ham_fish_cheese_vegetables
27460710	Livers_chicken_chopped_with_eggs_and_onion
27460750	Liver_beef_or_calves_and_onions
27462000	Stewed_chitterlings_Puerto_Rican_style
27463000	Stewed_gizzards_Puerto_Rican_style
27464000	Gumbo_no_rice
27500050	Sandwich_NFS
27500100	Meat_sandwich_NFS
27500200	Wrap_sandwich_filled_with_meat_poultry_or_fish_vegetables_and_cheese
27500300	Wrap_sandwich_filled_with_meat_poultry_or_fish_and_vegetables
27510000	Beef_sandwich_NFS
27510110	Beef_barbecue_sandwich_or_Sloppy_Joe_on_bun
27510130	Beef_barbecue_submarine_sandwich_on_bun
27510140	Cheeseburger_1_miniature_patty_plain_on_miniature_bun_from_fast_food__restaurant
27510145	Cheeseburger_1_miniature_patty_with_condiments_on_miniature_bun_from_fast_food__restaurant
27510150	Cheeseburger_1_miniature_patty_on_miniature_bun_from_school
27510155	Cheeseburger_NFS
27510160	Cheeseburger_1_small_patty_plain_on_bun_from_fast_food__restaurant
27510165	Cheeseburger_1_small_patty_with_condiments_on_bun_from_fast_food__restaurant
27510170	Cheeseburger_1_small_patty_with_condiments_on_bun_from_fast_food__restaurant_(Burger_King_Cheeseburger)
27510171	Cheeseburger_1_small_patty_with_condiments_on_bun_from_fast_food__restaurant_(Burger_King_WHOPPER_Jr._with_cheese)
27510172	Cheeseburger_1_small_patty_with_condiments_on_bun_from_fast_food__restaurant_(McDonald_s_Cheeseburger)
27510173	Cheeseburger_1_small_patty_with_condiments_on_bun_from_fast_food__restaurant_(Wendy_s_Kid_s_Cheeseburger)
27510174	Cheeseburger_1_small_patty_with_condiments_on_bun_from_fast_food__restaurant_(Wendy_s_Jr._Cheeseburger)
27510175	Cheeseburger_1_small_patty_with_condiments_on_bun_from_fast_food__restaurant_(Wendy_s_Jr._Cheeseburger_Deluxe)
27510190	Cheeseburger_on_bun_from_school
27510195	Cheeseburger_1_small_patty_plain_on_white_bun
27510196	Cheeseburger_1_small_patty_plain_on_wheat_bun
27510205	Cheeseburger_1_small_patty_with_condiments_on_white_bun
27510206	Cheeseburger_1_small_patty_with_condiments_on_wheat_bun
27510207	Cheeseburger_1_small_patty_with_condiments_on_whole_wheat_bun
27510215	Cheeseburger_1_medium_patty_plain_on_bun_from_fast_food__restaurant
27510225	Cheeseburger_1_medium_patty_with_condiments_on_bun_from_fast_food__restaurant
27510231	Cheeseburger_1_medium_patty_with_condiments_on_bun_from_fast_food__restaurant_(Burger_King_WHOPPER_with_cheese)
27510232	Cheeseburger_1_medium_patty_with_condiments_on_bun_from_fast_food__restaurant_(McDonald_s_Quarter_Pounder_with_cheese)
27510233	Cheeseburger_1_medium_patty_with_condiments_on_bun_from_fast_food__restaurant_(Wendy_s_1_4_lb_Single_with_cheese)
27510235	Cheeseburger_submarine_sandwich_with_lettuce_tomato_and_spread
27510241	Cheeseburger_1_medium_patty_plain_on_white_bun
27510242	Cheeseburger_1_medium_patty_plain_on_wheat_bun
27510243	Cheeseburger_1_medium_patty_plain_on_whole_wheat_bun
27510251	Cheeseburger_1_medium_patty_with_condiments_on_white_bun
27510252	Cheeseburger_1_medium_patty_with_condiments_on_wheat_bun
27510253	Cheeseburger_1_medium_patty_with_condiments_on_whole_wheat_bun
27510261	Cheeseburger_1_large_patty_plain_on_bun_from_fast_food__restaurant
27510266	Cheeseburger_1_large_patty_with_condiments_on_bun_from_fast_food__restaurant
27510276	Bacon_cheeseburger_1_small_patty_with_condiments_on_bun_from_fast_food__restaurant
27510281	Bacon_cheeseburger_1_small_patty_with_condiments_on_bun_from_fast_food__restaurant_(Wendy_s_Jr._Bacon_Cheeseburger)
27510305	Bacon_cheeseburger_1_medium_patty_plain_on_bun_from_fast_food__restaurant
27510312	Bacon_cheeseburger_1_medium_patty_with_condiments_on_bun_from_fast_food__restaurant
27510331	Bacon_cheeseburger_1_medium_patty_plain_on_white_bun
27510341	Bacon_cheeseburger_1_medium_patty_with_condiments_on_white_bun
27510342	Bacon_cheeseburger_1_medium_patty_with_condiments_on_wheat_bun
27510343	Bacon_cheeseburger_1_medium_patty_with_condiments_on_whole_wheat_bun
27510346	Bacon_cheeseburger_1_large_patty_with_condiments_on_bun_from_fast_food__restaurant
27510371	Double_cheeseburger_2_small_patties_plain_on_bun_from_fast_food__restaurant
27510376	Double_cheeseburger_2_small_patties_with_condiments_on_bun_from_fast_food__restaurant
27510386	Double_cheeseburger_2_small_patties_with_condiments_on_bun_from_fast_food__restaurant_(Burger_King_Double_Cheeseburger)
27510387	Double_cheeseburger_2_small_patties_with_condiments_on_bun_from_fast_food__restaurant_(McDonald_s_Double_Cheeseburger)
27510388	Double_cheeseburger_2_small_patties_with_condiments_on_bun_from_fast_food__restaurant_(McDonald_s_McDouble)
27510389	Double_cheeseburger_2_small_patties_with_condiments_on_bun_from_fast_food__restaurant_(McDonald_s_Big_Mac)
27510391	Double_cheeseburger_2_small_patties_with_condiments_on_bun_from_fast_food__restaurant_(Wendy_s_Double_Stack)
27510401	Double_cheeseburger_2_medium_patties_plain_on_bun_from_fast_food__restaurant
27510406	Double_cheeseburger_2_medium_patties_with_condiments_on_bun_from_fast_food__restaurant
27510412	Double_cheeseburger_2_medium_patties_with_condiments_on_bun_from_fast_food__restaurant_(McDonald_s_Double_Quarter_Pounder_with_Cheese)
27510413	Double_cheeseburger_2_medium_patties_with_condiments_on_bun_from_fast_food__restaurant_(Wendy_s_1_2_lb_Double_with_cheese)
27510431	Double_bacon_cheeseburger_2_small_patties_with_condiments_on_bun_from_fast_food__restaurant_(Burger_King_Bacon_Double_Cheeseburger)
27510446	Double_bacon_cheeseburger_2_medium_patties_plain_on_bun_from_fast_food__restaurant
27510451	Double_bacon_cheeseburger_2_medium_patties_with_condiments_on_bun_from_fast_food__restaurant
27510465	Double_bacon_cheeseburger_2_medium_patties_with_condiments_on_bun_from_fast_food__restaurant_(Wendy_s_Baconator)
27510475	Double_bacon_cheeseburger_2_large_patties_with_condiments_on_bun_from_fast_food__restaurant
27510486	Triple_cheeseburger_3_medium_patties_with_condiments_on_bun_from_fast_food__restaurant
27510501	Hamburger_1_miniature_patty_plain_on_miniature_bun_from_fast_food__restaurant
27510506	Hamburger_1_miniature_patty_with_condiments_on_miniature_bun_from_fast_food__restaurant
27510511	Hamburger_1_miniature_patty_on_miniature_bun_from_school
27510521	Hamburger_NFS
27510531	Hamburger_1_small_patty_plain_on_bun_from_fast_food__restaurant
27510536	Hamburger_1_small_patty_with_condiments_on_bun_from_fast_food__restaurant
27510551	Hamburger_1_small_patty_with_condiments_on_bun_from_fast_food__restaurant_(Burger_King_Hamburger)
27510552	Hamburger_1_small_patty_with_condiments_on_bun_from_fast_food__restaurant_(Burger_King_WHOPPER_Jr.)
27510553	Hamburger_1_small_patty_with_condiments_on_bun_from_fast_food__restaurant_(McDonald_s_Hamburger)
27510555	Hamburger_1_small_patty_with_condiments_on_bun_from_fast_food__restaurant_(Wendy_s_Jr._Hamburger)
27510565	Hamburger_on_bun_from_school
27510575	Hamburger_1_small_patty_plain_on_white_bun
27510576	Hamburger_1_small_patty_plain_on_wheat_bun
27510577	Hamburger_1_small_patty_plain_on_whole_wheat_bun
27510585	Hamburger_1_small_patty_with_condiments_on_white_bun
27510587	Hamburger_1_small_patty_with_condiments_on_whole_wheat_bun
27510601	Hamburger_1_medium_patty_plain_on_bun_from_fast_food__restaurant
27510606	Hamburger_1_medium_patty_with_condiments_on_bun_from_fast_food__restaurant
27510615	Hamburger_1_medium_patty_with_condiments_on_bun_from_fast_food__restaurant_(Burger_King_WHOPPER)
27510616	Hamburger_1_medium_patty_with_condiments_on_bun_from_fast_food__restaurant_(Wendy_s_1_4_lb_Single_)
27510631	Hamburger_1_medium_patty_plain_on_white_bun
27510632	Hamburger_1_medium_patty_plain_on_wheat_bun
27510633	Hamburger_1_medium_patty_plain_on_whole_wheat_bun
27510641	Hamburger_1_medium_patty_with_condiments_on_white_bun
27510642	Hamburger_1_medium_patty_with_condiments_on_wheat_bun
27510643	Hamburger_1_medium_patty_with_condiments_on_whole_wheat_bun
27510661	Double_hamburger_2_small_patties_plain_on_bun_from_fast_food__restaurant
27510667	Double_hamburger_2_small_patties_with_condiments_on_bun_from_fast_food__restaurant
27510671	Double_hamburger_2_medium_patties_plain_on_bun_from_fast_food__restaurant
27510676	Double_hamburger_2_medium_patties_with_condiments_on_bun_from_fast_food__restaurant
27510681	Double_hamburger_2_medium_patties_with_condiments_on_bun_from_fast_food__restaurant_(Burger_King_Double_WHOPPER)
27510682	Double_hamburger_2_medium_patties_with_condiments_on_bun_from_fast_food__restaurant_(Wendy_s_1_2_lb_Double)
27510700	Meatball_and_spaghetti_sauce_submarine_sandwich
27510705	Chiliburger_with_or_without_cheese_on_bun
27510910	Corned_beef_sandwich
27510950	Reuben_sandwich_corned_beef_sandwich_with_sauerkraut_and_cheese_with_spread
27511010	Pastrami_sandwich
27513010	Roast_beef_sandwich
27513020	Roast_beef_sandwich_with_gravy
27513040	Roast_beef_submarine_sandwich_with_lettuce_tomato_and_spread
27513041	Roast_beef_submarine_sandwich_with_cheese_lettuce_tomato_and_spread
27513050	Roast_beef_sandwich_with_cheese
27513060	Roast_beef_sandwich_with_bacon_and_cheese_sauce
27513070	Roast_beef_submarine_sandwich_on_roll_au_jus
27515000	Steak_submarine_sandwich_with_lettuce_and_tomato
27515010	Steak_sandwich_plain_on_roll
27515020	Steak_and_cheese_submarine_sandwich_with_lettuce_and_tomato
27515030	Steak_and_cheese_sandwich_plain_on_roll
27515040	Steak_and_cheese_submarine_sandwich_plain_on_roll
27515050	Fajita-style_beef_sandwich_with_cheese_on_pita_bread_with_lettuce_and_tomato
27515070	Steak_and_cheese_submarine_sandwich_with_fried_peppers_and_onions_on_roll
27515080	Steak_sandwich_plain_on_biscuit
27516010	Gyro_sandwich_(pita_bread_beef_lamb_onion_condiments)_with_tomato_and_spread
27517000	Wrap_sandwich_filled_with_beef_patty_cheese_and_spread_and_or_sauce
27520110	Bacon_sandwich_with_spread
27520120	Bacon_and_cheese_sandwich_with_spread
27520135	Bacon_chicken_and_tomato_club_sandwich_with_cheese_lettuce_and_spread
27520140	Bacon_and_egg_sandwich
27520150	Bacon_lettuce_and_tomato_sandwich_with_spread
27520155	Bacon_lettuce_and_tomato_submarine_sandwich_with_spread
27520156	Bacon_lettuce_tomato_and_cheese_submarine_sandwich_with_spread
27520160	Bacon_chicken_and_tomato_club_sandwich_on_multigrain_roll_with_lettuce_and_spread
27520165	Bacon_breaded_fried_chicken_fillet_and_tomato_club_with_lettuce_and_spread
27520166	Bacon_breaded_fried_chicken_fillet_and_tomato_club_sandwich_with_cheese_lettuce_and_spread
27520170	Bacon_on_biscuit
27520250	Ham_on_biscuit
27520300	Ham_sandwich_with_spread
27520310	Ham_sandwich_with_lettuce_and_spread
27520320	Ham_and_cheese_sandwich_with_lettuce_and_spread
27520330	Ham_and_egg_sandwich
27520340	Ham_salad_sandwich
27520350	Ham_and_cheese_sandwich_with_spread_grilled
27520360	Ham_and_cheese_sandwich_on_bun_with_lettuce_and_spread
27520370	Hot_ham_and_cheese_sandwich_on_bun
27520380	Ham_and_cheese_on_English_muffin
27520390	Ham_and_cheese_submarine_sandwich_with_lettuce_tomato_and_spread
27520410	Cuban_sandwich_with_spread
27520420	Midnight_sandwich_with_spread
27520500	Pork_sandwich_on_white_roll_with_onions_dill_pickles_and_barbecue_sauce
27520510	Pork_barbecue_sandwich_or_Sloppy_Joe_on_bun
27520520	Pork_sandwich
27520530	Pork_sandwich_with_gravy
27520540	Ham_and_tomato_club_sandwich_with_lettuce_and_spread
27540110	Chicken_sandwich_with_spread
27540111	Chicken_sandwich_with_cheese_and_spread
27540120	Chicken_salad_or_chicken_spread_sandwich
27540130	Chicken_barbecue_sandwich
27540140	Chicken_fillet_breaded_fried_sandwich
27540145	Chicken_fillet_breaded_fried_sandwich_on_biscuit
27540150	Chicken_fillet_breaded_fried_sandwich_with_lettuce_tomato_and_spread
27540151	Chicken_fillet_breaded_fried_sandwich_with_cheese_lettuce_tomato_and_spread
27540170	Chicken_patty_sandwich_miniature_with_spread
27540180	Chicken_patty_sandwich_or_biscuit
27540190	Chicken_patty_sandwich_with_lettuce_and_spread
27540200	Fajita-style_chicken_sandwich_with_cheese_on_pita_bread_with_lettuce_and_tomato
27540210	Wrap_sandwich_filled_with_breaded_fried_chicken_strips_cheese_lettuce_and_spread
27540230	Chicken_patty_sandwich_with_cheese_on_wheat_bun_with_lettuce_tomato_and_spread
27540235	Chicken_fillet_broiled_sandwich_with_lettuce_tomato_and_spread
27540240	Chicken_fillet_broiled_sandwich_on_whole_wheat_roll_with_lettuce_tomato_and_spread
27540250	Chicken_fillet_broiled_sandwich_with_cheese_on_whole_wheat_roll_with_lettuce_tomato_and_non-mayonnaise_type_spread
27540260	Chicken_fillet_broiled_sandwich_on_oat_bran_bun_with_lettuce_tomato_spread
27540270	Chicken_fillet_broiled_sandwich_with_lettuce_tomato_and_non-mayonnaise_type_spread
27540280	Chicken_fillet_broiled_sandwich_with_cheese_on_bun_with_lettuce_tomato_and_spread
27540285	Chicken_bacon_and_tomato_club_sandwich_with_lettuce_and_spread
27540290	Chicken_submarine_sandwich_with_lettuce_tomato_and_spread
27540291	Chicken_submarine_sandwich_with_cheese_lettuce_tomato_and_spread
27540295	Buffalo_chicken_submarine_sandwich
27540296	Buffalo_chicken_submarine_sandwich_with_cheese
27540300	Wrap_sandwich_filled_with_broiled_chicken_strips_cheese_lettuce_and_spread
27540310	Turkey_sandwich_with_spread
27540320	Turkey_salad_or_turkey_spread_sandwich
27540330	Turkey_sandwich_with_gravy
