Food	Axis	correlation	pval	qval	Significance
Soybean soup miso broth	Axis.1	0.711031277398947	4.41710269279609e-08	8.92672088042044e-05	*
Tea hot leaf green	Axis.1	0.708785838673068	5.08645064411421e-08	8.92672088042044e-05	*
Rice white cooked fat not added in cooking	Axis.1	0.685327410167105	2.06134046478022e-07	0.000241176834379286	*
Avocado raw	Axis.2	-0.676344627609196	3.40644010294598e-07	0.000298915119033509	*
Soy sauce	Axis.1	0.65704686003922	9.47129976623737e-07	0.000664885243589863	*
Beer	Axis.3	-0.554795993359897	7.65543421675084e-05	0.0447842901679924	*
Water tap	Axis.1	-0.540979513407361	0.000124630526320426	0.062493306769242	
Soybeans dry cooked fat not added in cooking	Axis.1	0.51457044222365	0.000298882711954686	0.131134789870119	
Banana raw	Axis.3	0.508788720609012	0.000358587979823591	0.1398493121312	
Nutritional powder mix whey based NFS	Axis.2	-0.495954317014937	0.000531173093374444	0.18644175577443	
Milk low fat 1 	Axis.5	0.478309897883066	0.000889597883901413	0.278050383006473	
Mixed salad greens raw	Axis.2	-0.475970550536321	0.00095059960002213	0.278050383006473	
Milk whole	Axis.7	-0.44837025763193	0.0020088573013074	0.338630573502593	
Soybean curd	Axis.7	-0.449495905526714	0.00195081531996994	0.338630573502593	
Spinach raw	Axis.1	-0.449818949902147	0.00193443464730244	0.338630573502593	
Carrots raw	Axis.5	-0.461338799584014	0.00142435302508795	0.338630573502593	
Cilantro raw	Axis.4	-0.448043400891934	0.00202599488420355	0.338630573502593	
Cilantro raw	Axis.6	-0.459791857172771	0.00148503670373654	0.338630573502593	
Tea hot chai with milk	Axis.1	-0.457942057819135	0.00156060838853756	0.338630573502593	
Carbonated water unsweetened	Axis.10	0.455709926077387	0.00165633204991744	0.338630573502593	
Beer	Axis.2	0.457832213977426	0.00156520147387129	0.338630573502593	
Bread white	Axis.8	0.43771939700568	0.00263833095314606	0.420575151369127	
Seaweed cooked NS as to fat added in cooking	Axis.1	0.435983879952335	0.00275590555028203	0.420575151369127	
