"Sample"	"vvkaj.00001"	"vvkaj.00002"	"vvkaj.00003"	"vvkaj.00004"	"vvkaj.00005"	"vvkaj.00006"	"vvkaj.00007"	"vvkaj.00008"	"vvkaj.00009"	"vvkaj.00010"	"vvkaj.00011"	"vvkaj.00012"	"vvkaj.00013"	"vvkaj.00014"	"vvkaj.00015"	"vvkaj.00016"	"vvkaj.00017"	"vvkaj.00018"	"vvkaj.00019"	"vvkaj.00020"	"vvkaj.00021"	"vvkaj.00022"	"vvkaj.00023"	"vvkaj.00024"	"vvkaj.00025"	"vvkaj.00026"	"vvkaj.00027"	"vvkaj.00028"	"vvkaj.00029"	"vvkaj.00030"	"vvkaj.00031"	"vvkaj.00032"	"vvkaj.00033"	"vvkaj.00034"	"vvkaj.00035"	"vvkaj.00036"	"vvkaj.00037"	"vvkaj.00038"	"vvkaj.00039"	"vvkaj.00040"	"vvkaj.00041"	"vvkaj.00042"	"vvkaj.00043"	"vvkaj.00044"	"vvkaj.00045"
"vvkaj.00001"	0	0.356362326840458	0.380687250632416	0.381637821633045	0.419685905977879	0.430985528745907	0.358073851838681	0.470731812978257	0.289777710178256	0.417256277925894	0.362989245304736	0.32154188273156	0.451049430504562	0.454281394311784	0.457546026777165	0.318493653887191	0.303709434514938	0.32094444561074	0.340062974891033	0.372032066852124	0.421400172532	0.386344162135604	0.441846836257435	0.418359590224895	0.447537859974592	0.364465760902742	0.366339620187305	0.398875340408819	0.398506015090456	0.361757350243181	0.358685356364928	0.300209201428796	0.340683131786956	0.347003864809448	0.323328933739733	0.284359167127077	0.411425035453401	0.501210347290438	0.363766980335039	0.372300645829066	0.428617340299445	0.398873080743138	0.387909826217658	0.442550974098118	0.456058912321858
"vvkaj.00002"	0.356362326840458	0	0.347301859680861	0.342192663773374	0.386015307878551	0.387313983114222	0.3257083104059	0.459681666091227	0.342270696648191	0.383558885522983	0.362384569476928	0.297298565285752	0.443871241116016	0.451158381152936	0.450941912637027	0.296313607312284	0.279295025600864	0.327528839616417	0.328894292518756	0.399760550158002	0.395056213876869	0.341330726276909	0.354644384761186	0.359332893222709	0.447081589544195	0.35819488078377	0.35517297761835	0.391697151020273	0.30047638359751	0.334916359324651	0.287745748085534	0.302289690764941	0.319929204119152	0.352256231805656	0.306324160547868	0.373307650840599	0.350840599559443	0.499731581972516	0.302124797158271	0.362136712836765	0.404167259215662	0.392152705277458	0.387635479770558	0.331804590262503	0.340795078679294
"vvkaj.00003"	0.380687250632416	0.347301859680861	0	0.335998218837569	0.368887541587753	0.435138693616727	0.374698621616686	0.496369258114045	0.383743979455563	0.435083612874044	0.360466435671133	0.342710538330661	0.446814646997708	0.4865085375732	0.491841120195991	0.334495823997342	0.310418186889321	0.364854029539852	0.366219482442191	0.390253330971554	0.425791087870953	0.418178290096118	0.467484281393223	0.440935472167129	0.460792690181407	0.40400695531074	0.391740927371554	0.433170433827645	0.439249284493495	0.365906767344254	0.39244964606246	0.319614100720261	0.369989880403363	0.354013457661641	0.320256922877237	0.378925489958804	0.425106562039427	0.514143346521001	0.357924666473273	0.375039251310186	0.442383417950023	0.4242765254259	0.43177828071869	0.476846067516944	0.483209868497895
"vvkaj.00004"	0.381637821633045	0.342192663773374	0.335998218837569	0	0.266475768995944	0.383345253256767	0.349172280835573	0.468961320536194	0.37470983043379	0.423723438582849	0.384685723487923	0.334998435680834	0.480529467480673	0.47880510478493	0.487026063753276	0.327782397787988	0.321023479014874	0.336921944352873	0.352161031569334	0.422061704168996	0.393198196942456	0.407759892721629	0.415088026324465	0.41641029601014	0.46938274355519	0.40326941910674	0.376529825002326	0.42835537738493	0.438339283144599	0.390438786226727	0.367060125326539	0.329743909252004	0.362054555917615	0.387728278144606	0.337449615413646	0.403947567066577	0.415606017493238	0.52203273598351	0.350561795356177	0.38443786684776	0.449439728992517	0.416770463773399	0.426932572543513	0.472031011074229	0.474649219104847
"vvkaj.00005"	0.419685905977879	0.386015307878551	0.368887541587753	0.266475768995944	0	0.412851502817402	0.416655031946076	0.501233278534499	0.406078767625619	0.456470173968381	0.411835568100694	0.391438265553565	0.507679312093444	0.513384162295054	0.514175908366047	0.399496763470307	0.332948637445809	0.403306006516315	0.418545093732776	0.482605756973784	0.485444301025337	0.471023884145727	0.481961439768883	0.453451051402743	0.495510093280435	0.430419263719511	0.386361186358697	0.4555052219977	0.461901168946425	0.417588630839498	0.423292726320225	0.390449858730171	0.401536538810601	0.414878122757377	0.395852319481941	0.330315652721693	0.449270947539564	0.549182580596281	0.419535945089148	0.441251026897656	0.497414298834608	0.446845314048981	0.451794228309035	0.494486731051218	0.513354766855589
"vvkaj.00006"	0.430985528745907	0.387313983114222	0.435138693616727	0.383345253256767	0.412851502817402	0	0.421951453765166	0.535296144667124	0.431844282618382	0.416251958832833	0.437601083093457	0.394115117927844	0.533444827086207	0.532891018294165	0.53994142335881	0.400425940419011	0.361416243452809	0.400965734449451	0.409456508744142	0.470384544143769	0.383897499123488	0.46557354677366	0.515584584556041	0.487471594403271	0.521275608273198	0.456184778712274	0.439841230534372	0.478224540371097	0.488814904290095	0.441792713217837	0.434272609683332	0.392541082885874	0.4147974774673	0.44064363775014	0.398871554425503	0.456862926672111	0.472624275087356	0.574948095589044	0.421740415188234	0.438910754830792	0.431245262963806	0.47104939642732	0.477559743301798	0.523970475295748	0.534240804928278
"vvkaj.00007"	0.358073851838681	0.3257083104059	0.374698621616686	0.349172280835573	0.416655031946076	0.421951453765166	0	0.438941854661233	0.3552729980211	0.414422741627219	0.361029798496175	0.321935362558629	0.456873542488925	0.464160682525845	0.463370138761528	0.300659681772488	0.297367554023126	0.318208733611239	0.293757819504413	0.398405779177248	0.401198596463225	0.392476759611268	0.427545410050502	0.395207609845457	0.410749754343258	0.379613494114992	0.357536000982962	0.404699452393181	0.41468335815285	0.365987008344804	0.356666966584605	0.30019037811148	0.32373376590773	0.345995303432739	0.315952083249392	0.380291642074829	0.394772137947646	0.498376810991762	0.321134977740868	0.360781941856012	0.425783804000769	0.393793140095423	0.403307299284226	0.442084959070533	0.46254899725107
"vvkaj.00008"	0.470731812978257	0.459681666091227	0.496369258114045	0.468961320536194	0.501233278534499	0.535296144667124	0.438941854661233	0	0.446478756051967	0.498017935991719	0.452709611873004	0.432579458641212	0.538507088107381	0.542488915409333	0.555049952138357	0.431859806013805	0.425473553780608	0.455278957739923	0.459419137505086	0.523479800746094	0.527851029069506	0.500011831420068	0.418421981496259	0.428274358293208	0.518694975498553	0.471293307491821	0.465521187885348	0.49637926577001	0.472914300005202	0.457069932054002	0.450873007402518	0.437002015187756	0.460189643155659	0.455752166529687	0.42613495654317	0.471971455451658	0.495124305551367	0.474313002713333	0.464745652346499	0.414848671258565	0.538288342606918	0.487719357821291	0.482185180293906	0.408431644671982	0.551590334818835
"vvkaj.00009"	0.289777710178256	0.342270696648191	0.383743979455563	0.37470983043379	0.406078767625619	0.431844282618382	0.3552729980211	0.446478756051967	0	0.393477276345566	0.340084333214522	0.322218100461207	0.375248992924182	0.395828711697965	0.366054158134275	0.333613299059643	0.312848275122127	0.345197178705697	0.346793858846604	0.410854522087612	0.415903480086726	0.408142683968387	0.418067834677107	0.355708050275712	0.424781353281789	0.328845739853371	0.363538766369724	0.31141661947037	0.333058808588108	0.285158311670236	0.325352887114433	0.289419095600562	0.356687383194885	0.323370549379273	0.329460591606196	0.319288500059418	0.387646033873073	0.457995076525682	0.360966126517458	0.369499792011485	0.425663063948436	0.37368771496979	0.321682749719484	0.370192223193822	0.382505335924749
"vvkaj.00010"	0.417256277925894	0.383558885522983	0.435083612874044	0.423723438582849	0.456470173968381	0.416251958832833	0.414422741627219	0.498017935991719	0.393477276345566	0	0.37428725243974	0.302985099921103	0.495077820813391	0.498009401196191	0.500425833993889	0.392763042665762	0.357214715391415	0.38717696958099	0.405943602452723	0.470004265693731	0.398097711157237	0.437517095060871	0.473848987028089	0.453730332250686	0.401197832375002	0.366033959812393	0.397741685594941	0.442903730717648	0.439413271456768	0.396282498573161	0.403548525955825	0.388626515940439	0.399819956610149	0.385593501195247	0.383990552919555	0.413876138106536	0.427657444169031	0.536581089316228	0.392721090343183	0.428649535617603	0.312087707358362	0.415527847600622	0.4364536065942	0.473104999386398	0.473144218720717
