	BMI	PROT	TFAT	CARB	ALC	CAFF	THEO	SUGR	FIBE	CALC	IRON	MAGN	PHOS	POTA	SODI	ZINC	COPP	SELE	VC	VB1	VB2	NIAC	VB6	FOLA	FA	FF	FDFE	VB12	VARA	RET	BCAR	ACAR	CRYP	LYCO	LZ	ATOC	VK	CHOLE	SFAT	S040	S060	S080	S100	S120	S140	S160	S180	MFAT	M161	M181	M201	M221	PFAT	P182	P183	P184	P204	P205	P225	P226	VITD	CHOLN	VITE_ADD	B12_ADD
BMI	1	-0.0380775799375032	0.33170104757615	0.415206509832618	0.510132612266046	0.452473377033474	0.32532555937428	0.415405296904703	-0.0223484291835539	0.173326662147849	-0.0174879175217667	-0.112286803507316	-0.00311619883185074	0.000923212289707822	-0.00915902034420926	0.0510841367237834	-0.0143088845720344	-0.0304023141255287	-0.162805244409764	0.294650637590824	0.0851663605357326	0.201821462588012	-0.0161359996916241	-0.0748047804292048	0.132837022278575	-0.265137597676563	-0.00369926389514257	-0.267595040972526	-0.223275808357518	-0.173066216952245	-0.133593108538353	-0.0942979576414945	0.128660633253916	0.29058642223737	-0.272202131182821	0.102606419628123	-0.257773885550914	-0.0932468416088655	0.363543053792162	0.232922819222803	0.248139209581252	0.171919252373222	0.245503522474526	0.169230049804951	0.281291449629227	0.354805464536903	0.430907397214256	0.350507385998103	0.162381774288667	0.359475904264568	-0.0140797543157028	-0.0789409582742722	0.133921391911516	0.175341122991825	0.0328212809715545	-0.113537583400393	-0.0858317581492692	-0.253878460875554	-0.200883833185215	-0.265021214364299	-0.201722744035509	-0.183858051506251	0.0338542124217243	-0.0913827695163126
PROT	-0.0380775799375032	1	0.534546354893257	-0.152654801549605	0.248170229972382	0.131175607887815	0.182552424281983	-0.13657132208333	-0.366526329895044	0.302250438096677	0.0873570616682563	0.256749711205063	0.899223911389118	0.326352757710054	0.516108725455337	0.584091478772742	-0.0042931330630573	0.848833668218116	-0.306979199847438	-0.0314647995734817	0.730555953147313	0.696240759549355	0.355452201440436	-0.174245089163579	-0.162717837948553	-0.0798522463621214	-0.182271868059668	0.671725311535781	-0.0344340418118941	0.19844087271996	-0.193241421209616	-0.143688089539688	-0.133074288995925	-0.132890712208409	-0.0656312464679276	-0.0317615826974044	-0.0332957987900222	0.787063378468329	0.538270733959751	0.407542736470051	0.397760794457195	0.303075238386404	0.408926916687641	0.169408631033246	0.485256123840924	0.587143070730864	0.501096601900541	0.505231940331939	0.724392709367331	0.463852706399394	0.567539391799442	0.129963544190056	0.273694998884391	0.221043464235943	0.189166691740104	0.397860147206298	0.740443161667699	0.474816242114571	0.589008437371564	0.524270150998661	0.583350709319768	0.869232333036941	-0.389500500319602	-0.494181503460771
TFAT	0.33170104757615	0.534546354893257	1	0.464596246334801	0.472586198309028	0.493657241114171	0.644446561548042	0.465154120202347	0.0774054786905412	0.548793231059917	0.205013702062969	0.351991486634153	0.679930205554339	0.411084219259047	0.377715951039702	0.530971937849255	0.165560119584359	0.474871848820786	0.011378718889396	0.257181683429904	0.636177234520867	0.532459096949083	0.242706731570503	0.131822268017837	0.0631875062878725	0.125438357606336	0.113963404685892	0.150018502501073	0.151713606455074	0.27866573142565	-0.0504646986435091	0.0690709736623569	-0.0301803888783981	0.222272637309882	-0.0505962697963911	0.45084225920268	0.109742758811307	0.512043685591259	0.888406661071861	0.719074583373036	0.697500110823374	0.599115173893102	0.674208725447845	0.517676144573066	0.731984957521234	0.929266302466754	0.866900291816032	0.965610242721673	0.746563160931412	0.959909294628978	0.473354754326685	-0.078583875726381	0.756671279197989	0.767475588685177	0.568095613231002	0.0896508402522202	0.483611804325812	0.0654024879396726	0.224186952286559	0.120695980617591	0.3019706821096	0.459936900989449	-0.0418211921347804	-0.260506389946296
CARB	0.415206509832618	-0.152654801549605	0.464596246334801	1	0.488138380107153	0.581009489161099	0.67059974073981	0.822478408411256	0.464951405507624	0.370017279736784	0.570499537752558	0.310310270990007	0.0912603771457513	0.206104168046639	0.263335218602442	0.158791295285011	0.306920466750687	0.0417624817257529	0.11158320914321	0.512184500575649	0.0907308078891055	0.217981127728047	0.0947764171254941	0.522986131331852	0.487371485287857	0.230927988019323	0.541983414333044	-0.151865404919104	0.223118594702897	0.142979812913076	0.142365633860533	0.177871956791644	0.0405702050464433	0.443781080890161	-0.0550267618668731	0.377075459700209	0.0557292423144868	-0.22407022851836	0.402201781438859	0.255694032901734	0.232177789591911	0.228047752204916	0.214151415351163	0.277863645020007	0.273690675056414	0.390213073858743	0.487779644988383	0.415272047238665	-0.0152170377162178	0.447030204783781	-0.0554298934539635	-0.14133515637099	0.424077863681035	0.482331380402738	0.303784496290308	-0.240533867500829	-0.228748375885106	-0.297701363529562	-0.298637644796388	-0.326389985124252	-0.305508555262718	-0.269743792169317	0.208678092627705	0.154090274428862
ALC	0.510132612266046	0.248170229972382	0.472586198309028	0.488138380107153	1	0.687463890033864	0.512554474580683	0.287440240287979	-0.193137114991745	0.43857897232771	0.19605619716215	-0.112063993890809	0.348307350360479	-0.0572172916833445	0.281235581819684	0.343694138526247	-0.227741116520502	0.267628451733575	-0.446277395094444	0.28185292181465	0.344398936586033	0.352104510609077	-0.121362833542401	0.0297728472502486	0.288047196360521	-0.2846930670765	0.125608491704462	-0.0644132917266516	-0.140270993573048	0.166292172145643	-0.296661522769459	-0.203448883787062	-0.00804944598188644	0.181663724303135	-0.366385851915558	-0.129508185917118	-0.363133928854837	0.185587697769302	0.635692438512591	0.465687958427666	0.475033174144293	0.392650477499364	0.441033739187581	0.375324767620205	0.553668808578894	0.627065027347168	0.702877304261109	0.402431225390419	0.393854834494202	0.395273023531866	-0.0349957295545371	-0.0911318462630125	0.124297809776398	0.166569265745781	-0.0390277225042077	-0.202103885370403	0.183394753317605	-0.215441430627955	-0.130640281430982	-0.231195524751528	-0.187766049493894	0.0529344682497558	-0.205723249746665	-0.228876778440463
CAFF	0.452473377033474	0.131175607887815	0.493657241114171	0.581009489161099	0.687463890033864	1	0.450799968441502	0.432832089289513	0.0131815119504124	0.429133031276782	0.233968477255391	0.0841744176223586	0.234171513061168	-0.00216299828284277	0.271781527412506	0.391701099622856	-0.0555104987858815	0.162559223711788	-0.26877969802535	0.290489193315598	0.310095698698298	0.33068762628732	-0.00180535098239733	0.131232456119867	0.312525712042698	-0.160299742652667	0.20508836065274	-0.0952997280480744	0.0580238829478464	0.0408966282268804	0.0245132132644906	0.094670333215867	0.00420267167878566	0.44249076513559	-0.329089814888041	0.0762887612698186	-0.205930659724374	0.00960546068914878	0.565289465665251	0.40152371518255	0.427610494457315	0.342194521831273	0.43969954535512	0.349041402866632	0.520952088965801	0.550603785339114	0.598448391564578	0.406273003508856	0.397535578295057	0.395528845220791	-0.0182974706583483	0.0530700036673646	0.276999706258883	0.311060374744504	0.182990108719875	-0.126662192927391	0.0311988499648507	-0.171947315464909	-0.112296339308153	-0.200565168331102	-0.239572867111255	-0.120173192116659	0.0324584343521358	-0.0290600866638305
THEO	0.32532555937428	0.182552424281983	0.644446561548042	0.67059974073981	0.512554474580683	0.450799968441502	1	0.593427386404503	0.0123267837869693	0.479315874324106	0.241266752238207	0.0914224528554682	0.385552746549612	-0.0210580694794704	0.355906575913189	0.247127890737917	0.0541770339560133	0.236236465524127	-0.292064176715589	0.315111205711488	0.354658140266339	0.209565501209172	-0.116192556598482	0.210336605647473	0.310652655834958	-0.0399806404480721	0.259845908888561	-0.0133666427573516	0.0171604459129436	0.249205137915125	-0.174451021150074	-0.106742586613198	-0.0600684025892096	0.223284959732099	-0.233307631969184	0.162038774022448	-0.221427214016201	0.289915548635024	0.698975125086176	0.634213128931549	0.61177765959101	0.529014727471719	0.556850589166192	0.466199687948109	0.599467442769006	0.677050688121793	0.765732045346351	0.5754764351619	0.327052706691355	0.585780459224824	0.128791168423226	-0.0512195475260819	0.377148500973267	0.411510706254909	0.170117217939022	-0.0558341387616918	0.296610356750924	-0.0891002617539792	-0.00416651677163472	-0.0768459830657545	-0.0266679872444243	0.132729384061262	-0.0944965864960783	-0.165450178184742
SUGR	0.415405296904703	-0.13657132208333	0.465154120202347	0.822478408411256	0.287440240287979	0.432832089289513	0.593427386404503	1	0.327731387229702	0.328126329211852	0.283458883032124	0.189868124675376	0.104585936876621	0.113690042445189	-0.0355053767051861	0.0907359369336366	0.126939690856773	-0.0777589398397525	0.155855148624285	0.242659251726755	0.181800258640585	0.0886303785365153	0.0922001612859035	0.296731147631226	0.359297379708361	0.0353509826956322	0.338526343291214	-0.149571742166322	0.127202236168587	0.0903367857448503	0.0802145680919954	0.0651530485805759	0.075480310981535	0.325990377944573	0.07532395104734	0.351126042191005	0.101663077873605	-0.127762263247255	0.414764955063341	0.342902967055702	0.314328452549068	0.318229515762333	0.30215912009064	0.39115405086858	0.322911010754998	0.388285195489358	0.473919676858872	0.451936695480757	0.0562857721241142	0.477163791350805	0.0336912419816191	-0.166924267310336	0.363140053725115	0.411688302079056	0.258757806295783	-0.175917815059058	-0.167150875426124	-0.281638776275642	-0.248336273501458	-0.275177773226351	-0.152304597273343	-0.174672740871446	0.20525258291992	0.186611292558943
FIBE	-0.0223484291835539	-0.366526329895044	0.0774054786905412	0.464951405507624	-0.193137114991745	0.0131815119504124	0.0123267837869693	0.327731387229702	1	0.0611598606049008	0.519557263989046	0.638097537965211	-0.144988765325266	0.55408008484646	-0.123165147675794	-0.0171921006216441	0.684839124360452	-0.200426191453832	0.74034866290786	0.361761595031134	-0.148398433528986	-0.0172791451640259	0.340318743129619	0.615897224909205	0.115017733211103	0.800023027496759	0.470550181477842	-0.216640870749232	0.595453551138357	0.0450961436816693	0.654934829363542	0.576651993989329	0.276516855353669	0.508136563322004	0.44364309956382	0.6534165057346	0.618608869324137	-0.449084073158281	-0.172435926406602	-0.195496678139251	-0.23584517217636	-0.164003023496892	-0.22055268912501	-0.142200648330801	-0.254600029263083	-0.141067938076632	-0.17921133619661	0.123559930266208	-0.295977019179227	0.168239909825476	-0.120761339962224	-0.188496903800271	0.358344646334174	0.388105117374925	0.419528968342913	-0.173795787774009	-0.468192719511207	-0.239724961413916	-0.30219702582146	-0.248684484843612	-0.231880007875689	-0.305184774412573	0.514308211471535	0.371095791879741
CALC	0.173326662147849	0.302250438096677	0.548793231059917	0.370017279736784	0.43857897232771	0.429133031276782	0.479315874324106	0.328126329211852	0.0611598606049008	1	0.295943140082528	0.305790104805713	0.543588547234926	0.218096105911272	0.113857599690679	0.638457857235443	-0.080896163048248	0.204250571439418	-0.150415193926431	0.251531344033832	0.612380723207368	0.129732668433917	0.067356031563604	0.23276446989982	0.175679944649537	0.148475232949731	0.225563763993946	0.046038506457101	0.2951279856459	0.50496529593701	-0.0431500027838526	0.00173460361332827	0.0210527464409036	0.187208324591517	0.0343285894225743	0.210244417488687	0.0469099226996466	0.240128217030762	0.688662259841319	0.658956136847166	0.622091159747621	0.647735940339793	0.625450023478872	0.600577451920244	0.680866162507694	0.656205628309919	0.680145355636934	0.528477391455197	0.472259390614062	0.535460948954686	-0.141744606530444	-0.258078773043871	0.149756675100702	0.199311667547812	-0.0173606041159085	-0.357229218846879	0.219713502225426	-0.330130326015184	-0.170944626967018	-0.28140168784883	-0.0815527905955161	0.13844419539415	0.0445772091786879	-0.0703886404387725
